ID,Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,has_Turbo
44153312,38500,639,AUDI,Q5,2014,Jeep,True,Petrol,2.0,87000,1,Tiptronic,4x4,4,Left,White,12,False
45782169,8781,0,MERCEDES-BENZ,C 180,2001,Coupe,False,Petrol,2.0,260000,4,Manual,Rear,2,Left,Blue,0,False
45641216,1411,629,NISSAN,Juke,2015,Jeep,True,Petrol,1.6,87112,4,Automatic,4x4,4,Left,Black,0,False
45813399,392,919,BMW,535,2012,Sedan,True,Petrol,3.0,204318,6,Automatic,Rear,4,Left,Black,12,False
44679525,23521,781,CHEVROLET,Cruze LT,2018,Sedan,False,Petrol,1.4,22000,4,Automatic,Front,4,Left,Red,6,True
45418626,16935,530,FORD,Fusion,2013,Sedan,False,Petrol,1.6,83000,4,Tiptronic,Front,4,Left,Silver,8,True
45323316,10349,0,TOYOTA,VOXY,2007,Minivan,True,Petrol,2.4,170000,4,Automatic,Front,4,Right,Black,6,False
45638910,7213,530,NISSAN,Juke,2013,Jeep,True,Petrol,1.6,312118,4,Automatic,Front,4,Left,Black,0,False
45778144,5331,0,MERCEDES-BENZ,A 160,2004,Sedan,False,Petrol,1.6,130000,4,Tiptronic,Front,4,Left,Black,6,False
45803923,20526,640,HYUNDAI,Tucson,2013,Jeep,True,Diesel,2.0,200279,4,Automatic,Front,4,Left,Grey,4,False
45803550,9722,765,HYUNDAI,Sonata,2015,Sedan,True,LPG,2.0,719847,4,Automatic,Front,4,Left,Orange,4,False
45802190,34657,777,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,154672,4,Automatic,Front,4,Left,Silver,4,False
45802203,36564,1091,HYUNDAI,H1,2016,Minivan,True,Diesel,2.5,110969,4,Automatic,Front,4,Left,Black,4,False
45648175,314,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,225510,4,Automatic,Front,4,Left,White,12,False
45786421,5488,0,TOYOTA,Vitz,2001,Hatchback,False,Petrol,1.5,210000,4,Manual,Front,4,Right,Sky blue,3,False
45802120,30063,934,HYUNDAI,H1,2015,Universal,True,Diesel,2.5,148105,4,Automatic,Front,4,Left,Silver,4,False
45809414,15800,769,CHEVROLET,Captiva,2011,Jeep,True,Diesel,2.2,255456,4,Automatic,Front,4,Left,Silver,4,False
45797480,43952,1249,HYUNDAI,H1,2017,Universal,True,Diesel,2.5,111643,4,Automatic,Front,4,Left,Grey,4,False
45816646,14740,645,TOYOTA,Prius,2011,Hatchback,False,Hybrid,1.8,288000,4,Automatic,Front,4,Left,White,8,False
45624039,42337,0,FORD,Mustang,2016,Cabriolet,True,Petrol,2.3,75000,4,Tiptronic,Rear,2,Left,Silver,6,True
45814804,3763,1053,MERCEDES-BENZ,ML 350,2014,Jeep,True,Petrol,3.5,94362,6,Automatic,Rear,4,Left,White,12,False
45787521,18189,0,TOYOTA,Prius,2012,Sedan,False,Petrol,1.8,175000,4,Automatic,Front,4,Left,Silver,8,False
45758167,220,1185,FORD,Escape,2009,Jeep,True,Hybrid,2.5,193614,4,Automatic,Front,4,Left,White,0,False
45648538,5645,1324,TOYOTA,Highlander,2010,Jeep,True,Hybrid,3.3,264877,6,Automatic,4x4,4,Left,White,12,False
45757322,7527,830,TOYOTA,Yaris,2019,Sedan,True,Petrol,1.5,27656,4,Automatic,Front,4,Left,White,12,False
45800993,21953,1187,HONDA,Civic,2014,Sedan,False,Hybrid,1.4,16000,8,Automatic,4x4,4,Right,White,10,False
45765301,8154,0,HONDA,Cr-v,1998,Jeep,False,Petrol,2.0,0,4,Automatic,4x4,4,Right,White,2,False
45771208,21953,781,TOYOTA,Camry,2012,Sedan,False,Petrol,2.5,195053,4,Automatic,Front,4,Left,Black,0,False
45801684,19121,531,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,121362,4,Automatic,Front,4,Left,Black,4,False
45732386,36065,639,HYUNDAI,Santa FE,2014,Jeep,True,Diesel,2.0,69191,4,Automatic,Front,4,Left,White,4,False
43892866,8781,1111,HONDA,FIT,2012,Hatchback,True,Hybrid,1.3,83000,4,Tiptronic,Front,4,Right,Green,12,False
45810403,6247,760,CHEVROLET,Cruze,2010,Sedan,True,Petrol,1.8,40772,4,Automatic,Front,4,Left,Black,4,False
45810513,16289,642,CHEVROLET,Orlando,2012,Jeep,True,Diesel,2.0,172000,4,Automatic,Front,4,Left,Grey,4,False
45733554,2822,0,BMW,520 Vanos,1995,Sedan,True,Petrol,2.0,350000,6,Manual,Rear,4,Left,Blue,2,False
45769914,549,781,SUBARU,Forester,2012,Jeep,True,Petrol,2.5,148213,4,Automatic,4x4,4,Left,Blue,0,False
45744824,6981,1095,DAEWOO,Lacetti,2008,Sedan,True,Petrol,2.0,103246,4,Automatic,Front,4,Left,Black,4,False
45792882,27284,891,HYUNDAI,Elantra,2016,Sedan,False,Petrol,2.0,105394,4,Tiptronic,Front,4,Left,Black,12,False
45330228,32929,0,BMW,428 Sport Line,2013,Coupe,True,Petrol,2.0,160000,4,Automatic,Rear,2,Left,Black,12,True
45776745,18817,0,NISSAN,Patrol,1990,Jeep,False,Diesel,2.8,333333,4,Manual,Rear,4,Left,Black,0,True
45749534,4234,0,HONDA,Civic,1997,Hatchback,True,Petrol,1.4,0,4,Manual,Front,2,Left,Blue,6,False
45789555,15053,0,MERCEDES-BENZ,E 320,2004,Sedan,True,Petrol,3.2,214000,6,Tiptronic,Rear,4,Left,Grey,8,False
45797276,15458,966,HYUNDAI,Genesis,2009,Coupe,True,Petrol,2.0,123346,4,Automatic,Front,4,Left,Black,4,False
45809760,2901,473,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,80827,4,Automatic,Front,4,Left,Green,12,False
45810325,706,1138,PORSCHE,911,2013,Coupe,True,Petrol,3.8,64464,6,Automatic,Rear,2,Left,Black,12,False
45813375,314,382,FORD,Fusion,2015,Sedan,True,Hybrid,2.0,91760,4,Automatic,Front,4,Left,Black,12,False
45756975,15681,1811,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,275240,8,Automatic,4x4,4,Left,Silver,0,False
45776758,26657,0,MERCEDES-BENZ,Sprinter,2004,Microbus,False,Diesel,2.2,300000,4,Manual,Rear,4,Left,White,1,True
45550733,10663,988,TOYOTA,Prius,2007,Hatchback,False,Petrol,1.5,318400,4,Automatic,Front,4,Left,Silver,6,False
44094036,12858,765,FORD,Focus SE,2015,Sedan,False,Petrol,2.0,91200,4,Automatic,Front,4,Left,Sky blue,10,False
45642797,1019,917,BMW,X5,2013,Jeep,True,Diesel,3.0,137802,6,Automatic,4x4,4,Left,Black,12,False
45760895,549,917,BMW,535,2013,Sedan,True,Hybrid,3.0,151586,6,Automatic,Rear,4,Left,White,12,False
45742789,12858,0,KIA,Picanto,2016,Hatchback,False,Petrol,1.2,107000,4,Manual,Front,4,Left,Silver,2,False
45783859,15000,0,BMW,328,2008,Sedan,True,CNG,3.0,210408,6,Tiptronic,Rear,4,Left,White,12,False
45731735,44752,1091,HYUNDAI,H1,2016,Universal,True,Diesel,2.5,86000,4,Automatic,Front,4,Left,Grey,4,False
45797948,17158,687,HYUNDAI,Elantra,2010,Sedan,True,Petrol,1.6,122740,4,Automatic,Front,4,Left,White,4,False
45782067,12231,0,MITSUBISHI,Airtrek,2005,Jeep,False,LPG,2.4,144000,4,Tiptronic,4x4,4,Right,White,16,False
45753393,1254,0,MITSUBISHI,Lancer,1997,Sedan,False,Petrol,1.3,100000,4,Manual,Rear,4,Left,Red,0,False
45624923,94,0,HONDA,FIT,2003,Hatchback,False,Petrol,1.5,178000,4,Variator,Front,4,Right,Silver,4,False
45726679,25591,640,SSANGYONG,Korando,2013,Jeep,True,Diesel,2.0,85704,4,Automatic,Front,4,Left,Silver,4,False
45803059,14897,836,HYUNDAI,Santa FE,2010,Jeep,True,Diesel,2.0,58962,4,Automatic,Front,4,Left,White,4,False
45770405,23521,779,TOYOTA,Camry,2013,Sedan,True,Hybrid,2.5,90000,4,Tiptronic,Front,4,Left,White,12,False
45787329,3450,0,RENAULT,Clio,1995,Hatchback,False,Petrol,1.2,50000,3,Manual,Front,2,Left,Green,0,False
45763505,706,777,MAZDA,616,2014,Sedan,True,Petrol,2.5,0,4,Automatic,Front,4,Left,Red,12,False
45767451,1019,1537,TOYOTA,Highlander,2009,Sedan,True,Hybrid,3.3,318358,6,Automatic,4x4,4,Left,Black,12,False
45636958,16935,765,FORD,Fusion,2015,Sedan,True,Petrol,2.0,71454,4,Automatic,Front,4,Left,Black,0,False
45757670,19444,781,TOYOTA,Camry,2012,Sedan,True,Petrol,2.5,0,4,Tiptronic,Front,4,Left,Black,6,False
45733244,11604,639,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,346470,4,Automatic,Front,4,Left,Silver,4,False
45646428,706,394,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,115312,4,Automatic,Front,4,Left,Grey,12,False
45801896,9408,0,MERCEDES-BENZ,C 220,1999,Sedan,False,Diesel,2.2,111111,4,Manual,Rear,4,Left,Silver,4,True
45797732,13328,1347,HYUNDAI,H1,2008,Minivan,True,Diesel,2.5,74444,4,Automatic,Front,4,Left,Yellow,4,False
45762683,17876,0,NISSAN,Serena,2012,Minivan,False,Petrol,2.0,143000,4,Tiptronic,Front,4,Right,White,12,False
45732074,20071,0,TOYOTA,RAV 4,2008,Jeep,False,Petrol,2.4,135000,4,Automatic,4x4,4,Left,Silver,8,False
45731782,22894,862,HYUNDAI,H1,2011,Minivan,True,Diesel,2.5,124444,4,Automatic,Front,4,Left,Yellow,4,False
45662111,2901,503,HONDA,Civic,2012,Sedan,True,Hybrid,1.5,146403,4,Automatic,Front,4,Left,White,0,False
45766794,15681,0,MITSUBISHI,Pajero,1997,Jeep,False,Petrol,2.4,142000,4,Automatic,4x4,2,Left,Blue,6,False
45764126,39829,1811,LEXUS,GX 460,2010,Jeep,True,Petrol,4.6,155821,8,Automatic,4x4,4,Left,Black,0,False
45768549,706,1646,LEXUS,GX 460,2015,Jeep,True,Petrol,4.6,102907,8,Automatic,4x4,4,Left,Black,0,False
44698379,18660,0,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.4,130000,4,Tiptronic,Front,4,Left,Black,6,False
45770233,22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,True,Petrol,2.0,50930,4,Automatic,Rear,4,Left,Black,12,False
45803455,11604,639,HYUNDAI,Sonata,2014,Sedan,True,LPG,2.0,264872,4,Automatic,Front,4,Left,Silver,4,False
45760030,314,259,CHEVROLET,Volt,2014,Hatchback,True,Hybrid,1.4,131893,4,Automatic,Front,4,Left,Brown,0,False
45810339,5488,751,GMC,TERRAIN,2013,Jeep,True,Petrol,2.4,138958,4,Automatic,Front,4,Left,Black,12,False
45759786,4300,0,MERCEDES-BENZ,208,1985,Universal,False,Diesel,2.5,1111111,4,Manual,Rear,4,Left,Black,1,False
45642844,18817,609,TOYOTA,Camry,2018,Sedan,True,Hybrid,2.5,35058,4,Automatic,Front,4,Left,White,12,False
44921934,21169,697,HONDA,Hr-v EX,2015,Jeep,False,Petrol,1.8,33330,4,Automatic,4x4,4,Left,Grey,8,False
45462592,9095,0,FIAT,500,2011,Coupe,False,Petrol,1.2,141000,4,Automatic,Front,2,Right,Red,4,False
45634898,1568,639,VOLKSWAGEN,Jetta,2014,Sedan,True,Diesel,2.0,82392,4,Automatic,Front,4,Left,Silver,12,False
45777114,3136,0,SUBARU,Legacy,2005,Goods wagon,False,Petrol,2.0,180000,6,Tiptronic,4x4,4,Right,Blue,6,True
45451626,17876,585,HYUNDAI,Elantra sport limited,2013,Sedan,True,Petrol,1.8,117920,4,Tiptronic,Front,4,Left,Grey,12,False
45732976,11290,891,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,279787,4,Automatic,Front,4,Left,Silver,4,False
44452971,36065,1399,TOYOTA,Sienna,2010,Minivan,True,Petrol,3.5,227200,6,Tiptronic,Front,4,Left,White,16,False
45648000,862,394,TOYOTA,Camry,2014,Sedan,True,Hybrid,2.5,130478,4,Automatic,Front,4,Left,White,12,False
45796845,21395,781,HYUNDAI,H1,2012,Universal,True,Diesel,2.5,166144,4,Automatic,Front,4,Left,Silver,4,False
45733140,15681,891,HYUNDAI,Sonata,2016,Sedan,True,LPG,2.0,258706,4,Automatic,Front,4,Left,Silver,4,False
45762282,627,475,CHEVROLET,Volt,2012,Jeep,True,Hybrid,1.4,188419,4,Automatic,Front,4,Left,Red,0,False
45810003,40070,690,TOYOTA,Aqua,2016,Hatchback,True,Petrol,1.5,25807,4,Automatic,Front,4,Left,Black,4,False
44875253,11917,0,MERCEDES-BENZ,A 170,2008,Hatchback,False,Petrol,1.7,180000,4,Automatic,Front,4,Left,Golden,8,False
45729867,35927,640,SSANGYONG,REXTON,2013,Jeep,True,Diesel,2.0,137267,4,Automatic,Front,4,Left,Silver,4,False
45801397,21012,308,TOYOTA,Prius,2014,Sedan,False,Hybrid,1.8,160000,4,Automatic,4x4,4,Left,White,4,False
45765622,21012,1823,TOYOTA,Tacoma,2018,Sedan,True,Petrol,3.5,27358,6,Automatic,Front,4,Left,Grey,12,False
45781785,13172,1361,KIA,Carnival grand,2009,Minivan,True,Diesel,2.9,84176,4,Automatic,Front,4,Left,White,6,False
45802035,15624,707,HYUNDAI,Genesis,2011,Coupe,True,Petrol,2.0,107005,4,Automatic,Front,4,Left,Grey,4,False
45811318,4547,0,OPEL,Vectra,1997,Sedan,False,Petrol,1.6,15000,4,Manual,Front,4,Left,Beige,2,False
45751101,5488,1273,INFINITI,QX60,2015,Jeep,True,Petrol,3.5,124154,6,Automatic,4x4,4,Left,Black,12,False
45801611,20005,531,HYUNDAI,Elantra,2012,Sedan,True,Petrol,1.6,104997,4,Automatic,Front,4,Left,White,4,False
45792460,36110,924,VOLKSWAGEN,Passat,2017,Sedan,True,Petrol,1.8,27728,6,Tiptronic,Front,4,Left,Silver,8,False
45798511,7840,0,MERCEDES-BENZ,E 240 E 240,1998,Sedan,True,Petrol,2.4,777777,6,Manual,Rear,4,Left,Blue,4,False
45765057,470,1077,MAZDA,1000,2019,Jeep,True,Petrol,2.0,11566,4,Automatic,4x4,4,Left,Black,12,False
45782173,1300,0,AUDI,50,2018,Coupe,True,Petrol,0.5,4000,1,Tiptronic,Rear,5,Right,Blue,0,False
45802937,43880,891,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,113700,4,Automatic,Front,4,Left,Silver,4,False
45675386,29479,584,MERCEDES-BENZ,C 250,2014,Sedan,True,Petrol,1.8,69000,4,Tiptronic,Rear,4,Left,Grey,8,True
45795520,17249,0,TOYOTA,Camry,2011,Sedan,True,Hybrid,2.5,152000,4,Variator,Front,4,Left,White,12,False
45778720,9408,0,TOYOTA,Vitz funkargo,2003,Universal,False,Petrol,1.5,181926,4,Automatic,4x4,4,Right,Silver,2,False
45802938,44213,891,HYUNDAI,Santa FE,2016,Jeep,True,Diesel,2.0,50255,4,Automatic,Front,4,Left,Red,4,False
45801304,8467,2078,BMW,325,2001,Sedan,True,Petrol,2.5,252800,6,Manual,Rear,4,Left,Grey,6,False
45808583,627,915,AUDI,A6,2014,Sedan,True,Petrol,3.0,164488,6,Automatic,4x4,4,Left,Silver,12,False
45395938,21950,831,FORD,Transit,2011,Goods wagon,False,Diesel,2.4,125000,4,Manual,4x4,4,Left,White,2,True
45810208,706,475,FIAT,500,2012,Hatchback,True,Petrol,1.4,164574,4,Automatic,Front,4,Left,Red,12,False
45766275,3136,473,CHEVROLET,Cruze,2014,Sedan,True,Petrol,1.4,156992,4,Automatic,Front,4,Left,Black,12,False
45793851,3450,0,OPEL,Vectra,1995,Sedan,False,CNG,2.0,0,4,Manual,Front,4,Left,White,2,False
45805913,9408,0,MITSUBISHI,Pajero,1998,Jeep,False,Petrol,3.5,11000,6,Tiptronic,4x4,4,Right,Silver,4,True
45793479,31500,0,NISSAN,Pathfinder,2010,Jeep,True,LPG,4.0,90200,6,Tiptronic,4x4,4,Left,Black,12,False
43390500,20385,0,MITSUBISHI,Delica,2005,Minivan,True,Petrol,3.0,184000,6,Automatic,4x4,4,Right,White,12,False
45769518,314,1053,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,149486,6,Automatic,4x4,4,Left,Silver,12,False
45792823,2300,0,VOLKSWAGEN,Golf,1996,Sedan,False,CNG,2.0,0,4,Manual,Front,4,Left,Green,0,False
45776494,7840,0,MERCEDES-BENZ,Vaneo,2004,Universal,False,LPG,1.9,170000,4,Tiptronic,Front,4,Left,Silver,4,False
45813281,1490,639,VOLKSWAGEN,Jetta,2014,Universal,True,Diesel,2.0,113214,4,Automatic,Front,4,Left,Grey,12,False
45772050,627,836,TOYOTA,Tacoma,2012,Sedan,True,Petrol,2.7,394069,4,Automatic,Rear,4,Left,Black,12,False
45771040,314,1053,MERCEDES-BENZ,E 350,2014,Sedan,True,Diesel,3.5,149486,6,Automatic,4x4,4,Left,Silver,12,False
45788160,13172,0,HONDA,Cr-v,2002,Jeep,False,Petrol,2.4,260000,4,Automatic,4x4,4,Left,Silver,6,False
45776729,19757,0,NISSAN,Patrol Y60,1990,Jeep,False,Diesel,2.8,222222,4,Manual,Rear,4,Left,Black,0,True
45646578,4704,917,AUDI,A7,2013,Hatchback,True,Petrol,3.0,301707,6,Automatic,4x4,4,Left,Grey,0,False
45815974,706,751,HYUNDAI,Sonata,2013,Sedan,True,Petrol,2.4,175827,4,Automatic,Front,4,Left,Black,12,False
45773662,5802,1055,MERCEDES-BENZ,E 350,2013,Sedan,True,Diesel,3.5,107800,6,Automatic,Rear,4,Left,Grey,12,False
45767823,25716,777,TOYOTA,Camry,2014,Sedan,False,Petrol,2.5,115200,4,Automatic,Front,4,Left,Silver,8,False
45810599,14426,642,CHEVROLET,Orlando,2012,Jeep,True,LPG,2.0,132036,4,Automatic,Front,4,Left,White,4,False
45709646,10820,0,TOYOTA,RAV 4,2001,Jeep,False,Petrol,2.0,91000,4,Automatic,4x4,2,Right,Silver,4,False
45808960,45436,1172,FORD,Explorer,2011,Jeep,True,Petrol,3.5,129177,4,Automatic,Front,4,Left,White,4,False
45816333,11917,893,HYUNDAI,I30,2008,Hatchback,False,Diesel,1.6,201000,4,Manual,Front,4,Left,Black,8,False
45802892,41281,765,HYUNDAI,Santa FE,2015,Jeep,True,Diesel,2.0,185811,4,Automatic,Front,4,Left,Black,4,False
45805683,4391,0,NISSAN,Altima,1998,Sedan,False,Petrol,2.4,358400,4,Manual,Front,4,Left,Brown,2,False
45810372,3058,1872,PORSCHE,Cayenne,2018,Sedan,True,Petrol,3.6,28968,6,Automatic,4x4,4,Left,White,12,False
45791663,3700,0,ALFA ROMEO,147,2001,Coupe,True,Petrol,1.8,240000,4,Manual,Front,2,Left,Black,4,False
45816588,15681,0,SUZUKI,Grand Vitara,2008,Jeep,False,Petrol,1.6,98000,4,Automatic,4x4,2,Left,Black,12,False
45813342,6586,645,LEXUS,CT 200h,2011,Hatchback,True,Hybrid,1.8,122302,4,Automatic,Front,4,Left,Black,0,False
45798451,12544,0,TOYOTA,Prius,2007,Hatchback,False,Hybrid,1.5,140000,4,Automatic,Front,4,Left,Beige,6,False
45803832,30063,639,HYUNDAI,Tucson,2014,Jeep,True,Diesel,2.0,120000,4,Automatic,Front,4,Left,White,4,False
45801000,21639,0,HYUNDAI,Veloster,2015,Hatchback,False,Petrol,1.6,17200,4,Tiptronic,Front,2,Left,Red,10,False
44782223,36692,0,TOYOTA,RAV 4 XLE Sport,2013,Jeep,False,Petrol,2.5,120000,4,Tiptronic,Front,4,Left,White,0,False
45721264,30,0,HONDA,FIT,2002,Hatchback,False,Petrol,1.5,0,4,Automatic,Front,4,Right,Silver,4,False
45453314,12231,1266,TOYOTA,Aqua,2014,Hatchback,False,Hybrid,1.5,66000,4,Variator,Front,4,Right,Silver,4,False
45761984,3136,0,TOYOTA,Sienta,2004,Sedan,False,Petrol,1.5,300000,4,Variator,Front,4,Right,Beige,4,False
45783494,10663,0,TOYOTA,Prius,2009,Sedan,True,Hybrid,1.8,230000,4,Variator,Front,4,Left,Grey,6,False
45809193,5620,447,HONDA,FIT,2013,Hatchback,True,Petrol,1.3,110467,4,Automatic,Front,4,Left,White,4,False
41704944,19130,2148,MERCEDES-BENZ,CLS 550,2010,Sedan,True,Petrol,5.5,157000,4,Automatic,Front,4,Left,Grey,10,False
45095136,9408,1111,HONDA,FIT,2012,Hatchback,False,Hybrid,1.3,64000,4,Variator,Front,4,Right,Black,4,False
45612423,3,0,HYUNDAI,Elantra,2011,Sedan,True,Petrol,1.8,80000,4,Tiptronic,Front,4,Left,Grey,6,False
45781861,15367,640,VOLKSWAGEN,Passat,2013,Sedan,True,Diesel,2.0,179200,4,Tiptronic,Front,4,Left,White,16,True
45768489,5959,1730,CHEVROLET,Avalanche,2011,Sedan,True,Petrol,5.3,246976,8,Automatic,Front,4,Left,Black,12,False
45731459,26594,777,HYUNDAI,H1,2014,Minivan,True,Diesel,2.5,179918,4,Automatic,Front,4,Left,Silver,4,False
